Unnamed: 0,Source,Datetime,Username,Review,Region,Sentiment
1933,Instagram yap,2022-06-29 07:05:35,afridi55555,i love yap everything is easy,,positive
1934,Instagram yap,2022-06-30 20:29:26,m.salman_2k3,i wish u guys had promotions or offer ,,negative
1935,Instagram yap,2022-06-02 15:04:53,techpeerconsulting,very nice ,,positive
1936,Instagram yap,2022-06-01 03:36:52,tallyali95,nan,,positive
1937,Instagram yap,2022-07-12 17:17:58,kanzy9999,    ,,positive
1938,Instagram yap,2022-05-19 07:20:39,padmfr,hello i created my account in october last year my documents are still under review,,negative
1939,Instagram yap,2022-05-10 10:15:11,nial__sumaiya,thank u so much yap i couldnt believe it took just 2 min to transfer money from uae to india its easy to use getting good rate in yap well done team,,positive
1940,Instagram yap,2022-05-10 14:01:08,purevisionwords,nan,,positive
1941,Instagram yap,2022-05-10 15:03:44,hamnafas_2020,hi i can t open account ,,negative
1942,Instagram yap,2022-05-11 12:47:34,tallyali95,arabic version of the app is needed  hope it will released soon ,,negative
1943,Instagram yap,2022-05-13 17:32:22,cerenince291,yarennagc,,positive
1944,Instagram yap,2022-05-13 23:44:20,_steven_james_47,nan,,positive
1945,Instagram yap,2022-05-29 21:07:23,bucl.eespacio,good fternoon hck dirt hidden,,positive
1946,Instagram yap,2022-05-08 11:01:00,guywiththecoin,insightful,,positive
1947,Instagram yap,2022-05-08 13:55:35,axmed_r,when you will at google pay to the platform,,negative
1948,Instagram yap,2022-05-09 21:10:45,myomyinthtun_,i credited the money and didnt reciprocate for 3 days now still no news be careful everyo,,negative
1949,Instagram yap,2022-05-09 22:50:30,hamnafas_2020,i can t open account ,,negative
1950,Instagram yap,2022-05-13 23:44:24,_steven_james_47,nan,,positive
1951,Instagram yap,2022-06-23 23:24:27,duot_mabil,yap isnt for africans,,negative
1952,Instagram yap,2022-05-06 09:12:04,reem_yolly,i love yay,,positive
1953,Instagram yap,2022-05-06 16:43:14,tallyali95,if more services will be added that will be amazing ,,positive
1954,Instagram yap,2022-04-29 22:10:47,nuhaalami,nan,,positive
1955,Instagram yap,2022-05-01 19:08:46,subscription_pk,sir when will u launch ur service in pakistan,,positive
1956,Instagram yap,2022-05-01 19:09:13,subscription_pk,i downloaded ur app but everything is coming soon there,,positive
1957,Instagram yap,2022-05-09 03:56:01,agp.9,god afternon hck dirt hiddn,,positive
1958,Instagram yap,2022-04-23 08:03:16,danaaaahey,never download it disaster bank,,negative
1959,Instagram yap,2022-04-15 07:36:15,omgmark,spotted bryallebenozafrost ,,positive
1960,Instagram yap,2022-04-16 15:13:20,naveed_somro,maria send me also ,,negative
1961,Instagram yap,2022-04-12 10:59:10,axmed_r,google pay pleaseeeeee ,,negative
1962,Instagram yap,2022-04-13 13:02:22,gastonr_07,i regret to order this card wallah too much long time to active the account i have 2 another bank in the same day they active the account when they deliver i can use the card in the same day but yap too much time take one weak now ,,negative
1963,Instagram yap,2022-04-14 01:30:17,danaaaahey,bank is disaster,,negative
1964,Instagram yap,2022-04-12 13:30:33,shoaib_gour7074,big problem is about documents 2014 and 2016 how we can get this much old document,,negative
1965,Instagram yap,2022-05-21 18:02:29,fadila_98,i have tried to open an account from the app but it s didn t work i have tried like 4 times as well there is an issue in the contact form in the website,,negative
1966,Instagram yap,2022-05-25 05:57:14,ayaali.98a,i have problem to open new account i tried many times didnt work,,negative
1967,Instagram yap,2022-06-13 12:51:05,halal_uae1400,i have problem to open new acount,,negative
1968,Instagram yap,2022-04-08 11:36:45,axmed_r,please add it to google pay ,,negative
1969,Instagram yap,2022-04-09 14:12:19,maisam722,i need a friend like that too ,,negative
1970,Instagram yap,2022-04-06 20:36:29,baristajecmaa,how to add android phone add yup card,,negative
1971,Instagram yap,2022-06-23 23:26:27,duot_mabil,yap isnt for africans why post her if you wouldnt give her an account,,negative
1972,Instagram yap,2022-04-06 12:54:26,zubash06,how to cancel the account,,negative
1973,Instagram yap,2022-04-06 15:53:01,reem_yolly,i invet already friend in yap and they are happy me also i can send money to my daughter in philippines,,negative
1974,Instagram yap,2022-04-05 11:23:17,layl_hassan08_sheesh11,your a fraud,,negative
1975,Instagram yap,2022-03-26 11:22:54,moni_ka080219,wow this looks very convenient,,positive
1976,Instagram yap,2022-03-27 18:23:59,skonty_gh,so when are you guys adding the cheque feature,,negative
1977,Instagram yap,2022-03-22 12:17:28,shoaib_gour7074,my card when will activate,,negative
1978,Instagram yap,2022-03-16 18:23:47,khin_1989,nan,,positive
1979,Instagram yap,2022-03-17 09:00:31,erikbriones,thats one thing i noticed in this post i was like wow theres a freeze card button    thats really good ux,,negative
1980,Instagram yap,2022-03-17 15:25:58,sakura_store.ae,i want appreciate for the team of this card iam so happy and satisfied it s easy to use and helpfully for me thanks to you all  ,,positive
1981,Instagram yap,2022-03-12 04:07:53,userisnomoreoninsta,the best fintech app with beast features ,,positive
1982,Instagram yap,2022-03-14 06:51:46,berlizov_stepan,amazing,,positive
1983,Instagram yap,2022-03-08 07:59:22,jennymanan465,nan,,positive
1984,Instagram yap,2022-03-08 12:37:23,sparkstudios.online,nan,,positive
1985,Instagram yap,2022-03-08 17:44:42,zainab_m.hassan,beautiful women inside and out ,,positive
1986,Instagram yap,2022-03-07 11:43:53,dubai__vape_shop,hi,,positive
1987,Instagram yap,2022-03-07 15:38:01,hchaudhryadeel,nan,,positive
1988,Instagram yap,2022-03-08 16:03:31,_h4mzx,u dont allow us citizen right,,negative
1989,Instagram yap,2022-04-18 05:20:11,reem_yolly,nan,,positive
1990,Instagram yap,2022-03-05 17:53:10,_h4mzx,when will us citizen be eligible to apply,,negative
1991,Instagram yap,2022-03-01 15:53:47,muhaalhmoud1991,if i deposit money in my yap account do you detect on monthly or yearly basis,,negative
1992,Instagram yap,2022-02-25 21:02:37,futureisdigitalnext,geat function,,positive
1993,Instagram yap,2022-02-26 07:31:13,____p_a_n_k_a_j_______,nan,,positive
1994,Instagram yap,2022-02-26 11:23:05,almheiri_008,check direct please,,negative
1995,Instagram yap,2022-02-27 19:05:44,stha__milan,should be google pay also,,negative
1996,Instagram yap,2022-02-19 10:40:49,nuhaalami,very high quality video keep it up,,positive
1997,Instagram yap,2022-02-20 12:44:49,iambk12,how do i apply for job,,positive
1998,Instagram yap,2022-02-20 14:53:05,goldboxing,yaaaaap,,positive
1999,Instagram yap,2022-02-21 07:28:01,saraa_.mp4,wow that girl is so smoll and cute ,,positive
2000,Instagram yap,2022-02-16 10:51:28,ameera_aljamall,nan,,positive
2001,Instagram yap,2022-02-16 11:26:53,lynnzzyy,nan,,positive
2002,Instagram yap,2022-02-16 11:32:41,ghadeerawada95,waawww,,positive
2003,Instagram yap,2022-02-16 12:08:02,mimohob212,nan,,positive
2004,Instagram yap,2022-02-17 04:42:47,nial__sumaiya, all the best,,positive
2005,Instagram yap,2022-02-17 05:21:24,maya.almortada,nan,,positive
2006,Instagram yap,2022-02-17 05:48:58,dr.maradni,wow cute ,,positive
2007,Instagram yap,2022-02-14 16:35:15,verushka_dxb,check direct pls,,negative
2008,Instagram yap,2022-02-07 16:51:39,userisnomoreoninsta,just yap it ,,positive
2009,Instagram yap,2022-02-08 03:13:43,nial__sumaiya,nan,,positive
2010,Instagram yap,2022-02-08 04:08:52,shoaib_gour7074,first activate then we will use,,positive
2011,Instagram yap,2022-02-05 09:56:31,l.abdulkarimx.l,when will the app support google pay,,negative
2012,Instagram yap,2022-02-06 12:26:04,iuikl99,i can not unfreeze a card in my account what is going on is the app crashed agaaaain,,negative
2013,Instagram yap,2022-02-09 08:16:23,abdullah_basam,can i pay dewa,,negative
2014,Instagram yap,2022-02-02 14:27:41,el_wookie_805,follow me please ,,positive
2015,Instagram yap,2022-02-02 14:34:51,el_wookie_805,dawg im krying rn,,negative
2016,Instagram yap,2022-01-28 11:55:02,gauravdhar,nan,,positive
2017,Instagram yap,2022-01-30 17:13:34,t_hj27.t,lets see tommorrow,,negative
2018,Instagram yap,2022-01-31 21:03:55,airline_tv_555,how to add beneficiary for home country money transfer,,negative
2019,Instagram yap,2022-01-24 13:57:30,saraa_.mp4,wow what a beautiful girl ,,positive
2020,Instagram yap,2022-01-21 17:28:03,jennymanan465,amazing ,,positive
2021,Instagram yap,2022-01-23 05:49:29,____p_a_n_k_a_j_______,nan,,positive
2022,Instagram yap,2022-01-19 17:10:39,userisnomoreoninsta,just yap it ,,positive
2023,Instagram yap,2022-01-17 15:00:34,fai5al_97,first active my card then will be safe ,,negative
2024,Instagram yap,2022-01-20 06:58:39,shoaib_gour7074,1 week finished when you will give card,,negative
2025,Instagram yap,2022-01-06 17:13:27,rr83475,my account still not activate what happened 90 days already finished,,negative
2026,Instagram yap,2022-01-02 13:08:31,alya.a.a.s,you shouldve mentioned that the app was designed for certain nationalities,,negative
2027,Instagram yap,2022-01-22 21:57:30,giordone,what about google pay,,negative
2028,Instagram yap,2022-02-08 16:56:49,chameleontesla,google pay please,,negative
2029,Instagram yap,2021-12-29 09:16:48,nuhaalami,i need to get samsung watch,,negative
2030,Instagram yap,2021-12-29 09:54:03,adu_k_kerry,i m using my card for everything i m in dubai i m very happy ,,negative
2031,Instagram yap,2022-01-03 00:03:41,aliraza_3223,yall keep on hiring incompetent nationalities this is a really mediocre service,,negative
2032,Instagram yap,2021-12-27 09:47:24,crypto_for_news,check my dm yap,,negative
2033,Instagram yap,2021-12-27 10:16:34,aldo_glory,how about google pay,,negative
2034,Instagram yap,2021-12-27 11:09:10,axmed_r,what about google pay,,negative
2035,Instagram yap,2021-12-27 12:02:55,amoorbazooka,great,,positive
2036,Instagram yap,2021-12-28 07:27:50,axorb_,hey check my dms,,negative
2037,Instagram yap,2021-12-28 20:58:46,rr83475,i opened the account but my account still not activate 70 days already finished,,negative
2038,Instagram yap,2021-12-29 09:54:53,adu_k_kerry,00 00 i m using my card for everything i m in dubai i m very happy,,negative
2039,Instagram yap,2021-12-24 10:16:14,amrelhadad,i have sent many times regarding my account bank activation with no any responses from your your side,,negative
2040,Instagram yap,2021-12-24 14:08:27,mopqueen27,where can i purchase this yap watch,,negative
2041,Instagram yap,2021-12-24 15:33:55,yembok,its over 2 months now got my card but no pin to activate whatever and theres not one to talk tosmh,,negative
2042,Instagram yap,2022-01-04 15:02:43,sim.errr,how long does it takes for activation 1 month ,,negative
2043,Instagram yap,2022-01-20 06:34:13,shoaib_gour7074,sir 1 week finished when i will get card,,negative
2044,Instagram yap,2021-12-21 16:12:16,codjomange,i enjoys yap very well,,positive
2045,Instagram yap,2021-12-22 18:56:47,stutidhakan,please revert back to my dm ,,negative
2046,Instagram yap,2021-12-19 13:27:25,manu082dxb,hello,,negative
2047,Instagram yap,2021-12-19 13:27:49,manu082dxb,i send you dm,,negative
2048,Instagram yap,2021-12-19 13:30:38,pashaccn,yap is not activating my account shame on yap,,negative
2049,Instagram yap,2021-12-19 13:51:06,asliaqs,what about android users,,negative
2050,Instagram yap,2021-12-19 17:07:43,owaiz_raiyan,we want in google pay yap,,negative
2051,Instagram yap,2021-12-20 05:53:45,wumimighty,after receiving card for months they cannot not provide pin or give you good solution for it,,negative
2052,Instagram yap,2021-12-20 06:14:32,pashaccn,yap asked me to dm after sending dm text they said delete isn t this is very funny and un professional,,negative
2053,Instagram yap,2022-01-11 11:56:51,saucesites,interesting,,negative
2054,Instagram yap,2021-12-09 04:06:18,tallyali95,i believe if you let customer to customize their account number and customer id keeping their 0500000 as id and same with code as ac no as example if they want to use their phone number you will be great virtual bank ever,,negative
2055,Instagram yap,2021-12-12 08:19:54,arousalkhan.ae,not answer not reply,,negative
2056,Instagram yap,2021-12-14 14:18:53,japanesegrocery,how long does it take for card activation,,negative
2057,Instagram yap,2021-12-14 14:19:05,japanesegrocery,one month or 2 weeks,,positive
2058,Instagram yap,2021-11-30 13:36:28,mariela.haxhiraj,nan,,positive
2059,Instagram yap,2021-11-30 16:15:17,naveed_somro,my yap card is working in pakistan anywhere for shopping,,negative
2060,Instagram yap,2021-11-30 19:38:16,quratzaheer8983,i have order forbyap card is still nt deliver,,negative
2061,Instagram yap,2021-11-26 15:14:44,nuhaalami,nan,,positive
2062,Instagram yap,2021-11-26 15:21:21,sajid_mehmood92,nan,,positive
2063,Instagram yap,2021-11-27 07:00:27,hawranezari,soooo talented love it ,,positive
2064,Instagram yap,2021-11-30 11:34:15,beinglifelessjuwel143,nan,,positive
2065,Instagram yap,2021-11-16 10:35:38,mirza_jpg,no apple pay support yet and you show him using it on an iphone,,negative
2066,Instagram yap,2021-11-16 12:13:39,majlisna.cafe,they always say cant do anything but to wait for activation,,negative
2067,Instagram yap,2021-11-16 16:32:10,eng.suppo,1 month to activate my card and you say in just seconds,,negative
2068,Instagram yap,2021-11-16 17:33:43,monamanzambi,whoooaaaa this seems like such a game changer ramsrammy you better tell me more ,,negative
2069,Instagram yap,2021-11-17 08:44:28,itz4fred,one month already still no activation code how sure if i put money inside after the activation been done it s won t take 2 months to withdraw money from inside guys this no longer funny it s been 1 month i still didn t get activation really you guys should improve your services i feel like closing this sh t,,negative
2070,Instagram yap,2021-11-19 08:03:56,salman_murady,working huawei phones,,negative
2071,Instagram yap,2021-12-14 18:55:39,trishxmm,my card got added to my apple wallet but im not receiving any verification code hence i still cant use it,,negative
2072,Instagram yap,2021-11-09 06:34:15,trishxmm,will this be on apple pay,,negative
2073,Instagram yap,2021-11-10 06:10:39,ginger_ninja002,abr dan eye roll sent melooks super cool and exciting,,positive
2074,Instagram yap,2021-11-13 17:58:20,nadine.elias,why do i need my passport copy from 2010 to complete the card activation ,,negative
2075,Instagram yap,2021-11-14 12:16:45,oybekhalikovich,why do you guys need 10 years old copy of source of income six months of bank statement and trade licenses for innovative bank solution you guys still follow old ways and i think it s much easier to open bank account with local banks than going through all the hustle with you guys,,negative
2076,Instagram yap,2021-11-19 13:00:00,danicadelareyjones,abr dan iosonopaulo ,,positive
2077,Instagram yap,2021-11-02 14:11:37,the_m_7_,this online bank,,negative
2078,Instagram yap,2021-11-02 19:56:02,amoorbazooka,amazing i got my card great experience,,positive
2079,Instagram yap,2021-11-03 09:40:43,cyy_rus_,an apple commercial,,positive
2080,Instagram yap,2021-11-03 14:52:35,muzaffarzaffae,nan,,positive
2081,Instagram yap,2021-11-03 17:12:26,giorgycanfail,hi how does it work with transactions when travelling,,negative
2082,Instagram yap,2021-11-03 21:26:29,dk____studio,nan,,positive
2083,Instagram yap,2021-11-13 07:35:57,majlisna.cafe,yap please check your dm,,negative
2084,Instagram yap,2021-10-21 17:01:00,mskh.99,mskh 99 you had a problem with delivery and now you have a problem with activation when will you activate our cards,,negative
2085,Instagram yap,2021-10-31 07:45:24,osamahaider__,please check your dm,,negative
2086,Instagram yap,2021-11-02 10:57:53,sheiscoool,u didnt activate my card,,negative
2087,Instagram yap,2021-11-03 09:07:41,nkhatri97,hi i received my card but it says awaiting eid process how long will it take to finish that and activate my card,,negative
2088,Instagram yap,2021-11-07 09:32:22,padmfr,hello i received my card 2 3 weeks ago but i still can t define a pin code and top up my account,,negative
2089,Instagram yap,2021-11-21 17:05:36,jwa1d,    ,,positive
2090,Instagram yap,2022-01-14 05:12:52,shoaib_gour7074,beautiful card,,positive
2091,Instagram yap,2021-10-16 12:00:23,l.abdulkarimx.l,please check dm yap,,negative
2092,Instagram yap,2021-10-18 15:17:12,deri.ck2201,it takes longer to activate your account,,negative
2093,Instagram yap,2021-10-18 15:17:35,deri.ck2201,it has been one week my account still not activate,,negative
2094,Instagram yap,2021-10-30 09:25:35,nihonylover,long time to activate as i received the card on 18 october,,negative
2095,Instagram yap,2021-10-11 08:07:55,eaexcellence,please can u respond to my dm thank u,,positive
2096,Instagram yap,2021-10-12 09:09:26,irynafahed,hi dear please check ur private messages,,negative
2097,Instagram yap,2021-10-12 12:34:34,trishxmm,can i add this to my apple wallet,,negative
2098,Instagram yap,2021-10-07 19:08:08,patrickbatista90,nan,,positive
2099,Instagram yap,2021-10-08 04:33:25,gentlemonster.ae,nan,,positive
2100,Instagram yap,2021-10-08 14:17:17,___niku1___,nan,,positive
2101,Instagram yap,2021-11-27 17:39:19,abdullah_butt_7363,call me,,negative
2102,Instagram yap,2021-10-05 09:15:34,kjmi___,yap,,positive
2103,Instagram yap,2021-10-05 15:19:02,parampara.se,vincent parampara vincentsdotter oskaryap ,,positive
2104,Instagram yap,2021-10-05 23:44:53,eng.suppo,just got mine yesterday ,,positive
2105,Instagram yap,2021-10-07 11:02:28,iammslhen1011,theres maintaning balance,,negative
2106,Instagram yap,2021-10-07 19:08:28,patrickbatista90,nan,,positive
2107,Instagram yap,2021-10-21 08:14:42,ravi_offical.0,it s any chargers monthly,,positive
2108,Instagram yap,2021-09-24 11:57:20,rana_matti_rehman,nan,,positive
2109,Instagram yap,2021-09-27 15:38:41,kvng_dave15,please check dm yap,,negative
2110,Instagram yap,2021-09-29 14:28:54,graceyspacyy,hi do you support apple wallet,,positive
2111,Instagram yap,2021-09-27 14:54:02,kvng_dave15,please check dm,,negative
2112,Instagram yap,2021-10-06 08:07:28,shereenabdulla,the choice of music is too good,,positive
2113,Instagram yap,2021-09-20 08:55:05,khalilbechara,nan,,positive
2114,Instagram yap,2021-09-20 09:45:37,katral,amazing go yap go ,,positive
2115,Instagram yap,2021-09-20 23:41:03,eng.suppo,i ve just received the message ,,positive
2116,Instagram yap,2022-01-13 08:26:03,gourshoaib982,masshallah so beautiful,,positive
2117,Instagram yap,2022-01-13 08:26:05,gourshoaib982,nan,,positive
2118,Instagram yap,2021-09-18 20:21:34,bu_sultan_7,yap,,positive
2119,Instagram yap,2021-09-19 06:36:29,erikbriones,hahahaha you made me rotate my phone,,negative
2120,Instagram yap,2021-09-15 09:51:28,gentlemonster.ae,magic ,,positive
2121,Instagram yap,2021-09-15 11:42:55,abdulla20211,when be starting soon ,,negative
2122,Instagram yap,2021-09-15 13:15:18,s3oud,        ,,positive
2123,Instagram yap,2021-09-12 14:34:35,hamayun_awan,i need some help regarding my card delivery please check dm,,negative
2124,Instagram yap,2021-09-12 20:11:22,parhamnamavar,are new residents eligible to get the card,,negative
2125,Instagram yap,2021-09-14 10:08:33,eng.suppo,already subscribed for a long time no invitation came,,negative
2126,Instagram yap,2021-09-14 13:00:20,rayanbaghdadi_iranfan,nan,,positive
2127,Instagram yap,2021-09-09 18:30:16,katral,amazing hair ,,positive
2128,Instagram yap,2021-09-07 14:44:13,michaelkolici,nan,,positive
2129,Instagram yap,2021-09-05 13:31:41,gentlemonster.ae,nan,,positive
2130,Instagram yap,2021-09-05 20:31:32,socialaddictsae,nan,,positive
2131,Instagram yap,2021-09-06 04:53:56,muffitohfa,great ad,,positive
2132,Instagram yap,2021-09-06 09:10:02,erikbriones,hahaha this is very creative what does the storyboard for this look like ,,negative
2133,Instagram yap,2021-09-06 22:16:46,moenesamin,nan,,positive
2134,Instagram yap,2021-09-04 21:49:12,ahmed_092754,did you open this yap,,negative
2135,Instagram yap,2021-08-31 13:31:42,shettypoorvi,nan,,positive
2136,Instagram yap,2021-08-31 16:10:30,the_juventus_guy,raipreethu ,,positive
2137,Instagram yap,2021-08-31 16:14:53,queenelisabet88,nan,,positive
2138,Instagram yap,2021-09-01 15:46:41,tony_.32,can i open an account if i am 19 years old,,negative
2139,Instagram yap,2021-09-07 12:55:30,shazadnaimi,jith mc slow pace bowler ,,positive
2140,Instagram yap,2021-08-28 08:12:24,7ussain.ae,your website says i have to be 18 to open a account but when i scan my id in the app it rejects it and says i am not 21,,negative
2141,Instagram yap,2021-08-24 13:32:54,nuhaalami,so cool,,positive
2142,Instagram yap,2021-08-23 11:41:23,tshirt_store21,soon i will get my yap card ,,negative
2143,Instagram yap,2021-08-18 09:31:55,steve_whydxb,wow that is so cool,,positive
2144,Instagram yap,2021-08-24 15:51:03,cn_s98,cant wait to get my account verified ,,negative
2145,Instagram yap,2021-08-16 14:54:05,oradu,when,,negative
2146,Instagram yap,2021-08-16 14:54:46,khalilbechara,nan,,positive
2147,Instagram yap,2021-08-12 09:49:30,nuhaalami,this looks so easy,,positive
2148,Instagram yap,2021-08-12 11:00:52,pmpestana,queue hasnt moved in months,,negative
2149,Instagram yap,2021-08-10 13:19:46,khalilbechara,love this ,,positive
2150,Instagram yap,2021-08-10 13:23:13,meharyabn,amazing ,,positive
2151,Instagram yap,2021-08-10 13:23:27,meharyabn,amazing ,,positive
2152,Instagram yap,2021-08-10 13:23:39,meharyabn,amazing ,,positive
2153,Instagram yap,2021-08-10 13:23:54,meharyabn,amazing ,,positive
2154,Instagram yap,2021-08-09 08:33:18,loussinsak,is it only for uae residents,,positive
2155,Instagram yap,2021-09-11 17:21:40,tggg6008,promote it on star artist abode,,positive
2156,Instagram yap,2021-07-26 11:26:21,erikbriones,nicely done ,,positive
2157,Instagram yap,2021-07-26 11:47:52,reemu.salim,this looks amazing ,,positive
2158,Instagram yap,2021-07-26 12:50:06,katral,nan,,positive
2159,Instagram yap,2021-07-26 13:32:27,joanabranderslima,incredible ,,positive
2160,Instagram yap,2021-07-26 14:12:31,khalilbechara,nan,,positive
2161,Instagram yap,2021-07-26 16:34:23,gentlemonster.ae,this is so cool like i dont think any word in the dictionary can describe how happy this video made me feel  yap,,negative
2162,Instagram yap,2021-07-26 23:11:51,veritaslife,this is so well done ,,positive
2163,Instagram yap,2021-07-27 09:28:09,nuhaalami,wow ,,positive
2164,Instagram yap,2021-07-28 05:54:45,nada_m_zaidan,wow,,positive
2165,Instagram yap,2021-07-24 09:34:58,9gour,but you have to wait in queue until your last of your life ,,negative
2166,Instagram yap,2021-07-25 01:18:14,eng.suppo,i subscribed long time ago with no use,,negative
2167,Instagram yap,2021-07-20 10:19:51,queenelisabet88,nan,,positive
2168,Instagram yap,2021-07-21 04:53:38,sharbeen,marketing is way ahead of the actual product ,,positive
2169,Instagram yap,2021-07-27 15:58:57,anyahh_art_dubai,nan,,positive
2170,Instagram yap,2021-10-08 10:19:43,agj.na,nan,,positive
2171,Instagram yap,2021-07-13 14:07:48,messsi69,nan,,positive
2172,Instagram yap,2021-07-13 15:06:02,sabir_jps,around 1 years finesh but still not open account,,negative
2173,Instagram yap,2021-07-19 10:23:38,an.outdoor.explore,nan,,positive
2174,Instagram yap,2021-07-08 13:31:02,ahmed_092754,is this opened,,negative
2175,Instagram yap,2021-07-09 04:33:28,rana_matti_rehman,nan,,positive
2176,Instagram yap,2021-07-13 14:05:36,rahaf.20063ez,nan,,positive
2177,Instagram yap,2021-07-06 13:23:12,steve_whydxb,hey if you guys need help i am availablethe wait is killing me,,negative
2178,Instagram yap,2021-07-06 13:27:42,nuhaalami,nan,,positive
2179,Instagram yap,2021-07-13 14:06:09,rahaf.20063ez,awesome ,,positive
2180,Instagram yap,2021-07-04 13:08:51,nuhaalami,very nice ,,positive
2181,Instagram yap,2021-07-04 13:17:36,itsnotsyma,coooollll khalilbechara,,positive
2182,Instagram yap,2021-07-04 13:33:51,venturesavenue.ae,nan,,positive
2183,Instagram yap,2021-07-04 14:54:32,katral,nan,,positive
2184,Instagram yap,2021-07-04 17:54:10,socialaddictsae,love it ,,positive
2185,Instagram yap,2021-07-01 10:21:58,chawki_loukil,how i can take these,,negative
2186,Instagram yap,2021-07-01 10:45:48,roopalisuryavanshee,i iike this feature,,negative
2187,Instagram yap,2021-07-01 12:01:28,hazem.eth,nan,,positive
2188,Instagram yap,2021-06-29 11:40:43,hamayun_awan,the future is here except you have to wait in a queue for more than 3 months with the same number to perhaps even have a chance to experience this future still stuck in the past here,,negative
2189,Instagram yap,2021-06-23 03:28:17,rana_matti_rehman,nan,,positive
2190,Instagram yap,2021-09-11 17:11:55,u4o98,great,,positive
2191,Instagram yap,2021-06-20 13:10:12,nuhaalami,nan,,positive
2192,Instagram yap,2021-06-20 13:55:44,rana_matti_rehman,nan,,positive
2193,Instagram yap,2021-06-20 17:12:27,almqwar11,when young account coming im i waited for it so long,,negative
2194,Instagram yap,2021-06-18 18:47:28,almqwar11,hlo i want to use yap noung account quick please click ,,negative
2195,Instagram yap,2021-06-14 08:08:42,abdulla_nidal,guysss did you hear of yap s latest security feature it s the best in the world  0 chance of theft  they just don t give you the card or account in the first place  ,,positive
2196,Instagram yap,2021-06-14 08:33:16,steve_whydxb,firstly have to say yaps marketing is pretty good compared to conventional banks i know its a long wait but if you want to get into something thats a first in the region then we have to be patient so heres to digital banking and yaps success cannot wait to be a part of the yap bank family,,negative
2197,Instagram yap,2021-06-08 07:53:00,gts7770,can i visit to apply for the card,,positive
2198,Instagram yap,2021-06-08 18:38:06,keremffb,ronaldofedaisi yap,,positive
2199,Instagram yap,2021-06-05 15:18:17,almqwar11,hi when  is the when will you launch young account,,negative
2200,Instagram yap,2021-06-06 07:17:42,nadinenasser,when can we add them to apple wallet ,,negative
2201,Instagram yap,2021-06-16 13:13:53,jajaliciouz,idol elchino batulay  indaiicatherinaaa spanishsardinesss chinchinita18 gel missb,,positive
2202,Instagram yap,2021-06-16 13:22:25,chinchinita18,pa authograph my friend  ,,positive
2203,Instagram yap,2021-06-16 14:44:33,gelmissb,amazing idol  elchino batulay,,positive
2204,Instagram yap,2021-06-01 09:33:46,katral,creative and dedicated team of marketeers ,,positive
2205,Instagram yap,2021-06-01 09:51:24,noor.a.salih,nan,,positive
2206,Instagram yap,2021-06-01 10:01:52,anthony_dishonm,the team is alright but the process of getting the account up and running is super slowgot my card 2 weeks ago and still cant set my pini might not understand all the backend difficulties but its for sure not a literal instant account still given that its a new project and am excited with your product willing to wait,,negative
2207,Instagram yap,2021-06-01 10:32:30,manna_official34,willing to join team,,positive
2208,Instagram yap,2021-06-01 12:44:42,nuhaalami,love your picture guys ,,positive
2209,Instagram yap,2021-06-01 13:13:24,rana_matti_rehman,best team ,,positive
2210,Instagram yap,2021-06-01 14:22:48,socialaddictsae,proud to have of such a wonderful and talented team ,,positive
2211,Instagram yap,2021-05-30 09:42:55,almqwar11,hi when you launching young account ,,negative
2212,Instagram yap,2021-06-03 10:19:28,alepittiz,yap ,,positive
2213,Instagram yap,2021-05-26 07:18:14,alexanderdunaev,congrats,,positive
2214,Instagram yap,2021-05-26 07:39:52,abdullahharis53,congrats guys,,positive
2215,Instagram yap,2021-05-26 09:21:49,vormirstudios, yap,,positive
2216,Instagram yap,2021-05-26 14:10:04,rana_matti_rehman,congrates,,positive
2217,Instagram yap,2021-05-26 18:57:38,mr.alshaibani,hi please check inbox,,negative
2218,Instagram yap,2021-05-26 23:24:16,nawaliraq9,    mashaallah,,positive
2219,Instagram yap,2021-06-02 10:34:56,almqwar11,hi there when yup young account it s coming,,negative
2220,Instagram yap,2021-05-23 14:01:41,rana_matti_rehman,nan,,positive
2221,Instagram yap,2021-05-25 10:44:58,ibizaglobalradiouae,awesome ,,positive
2222,Instagram yap,2021-05-28 04:47:25,mpuae,beta or fully operational,,positive
2223,Instagram yap,2021-05-21 11:02:08,itsheidich,ur app doesnt work keeps crashing when trying to open it,,negative
2224,Instagram yap,2021-05-21 12:45:22,almqwar11,when you have time and want yap noung account quick please  the,,negative
2225,Instagram yap,2021-05-21 13:46:27,nourtoubia,josephalaaraj,,positive
2226,Instagram yap,2021-05-15 08:51:57,sabir_jps,when opne bank account,,negative
2227,Instagram yap,2021-05-15 16:07:17,redvtch,why aren t you allowing 19 year olds to join yet  i need some place to put my money and be able to shop online,,negative
2228,Instagram yap,2021-05-15 18:16:36,almqwar11,           17      yap        ,,negative
2229,Instagram yap,2021-05-17 14:17:07,luca.p.84,yes but queue doesnt move,,negative
2230,Instagram yap,2021-05-13 13:42:50,m.laylani,eid mubarak team yap hopefully ill get onboarded by next eid,,positive
2231,Instagram yap,2021-05-14 23:00:39,7.aax,can we know which number now in the queue because my number 2685,,negative
2232,Instagram yap,2021-05-14 23:33:13,almqwar11,           17     yap noung bank         ,,negative
