,Source,Datetime,Username,Review,Region
1104,playstore,2022-01-27 00:35:39,Globert Asuncion,I received my card date of 20 but until now not updated,
1105,playstore,2022-01-26 21:22:38,jayesh hemachandran,Now it s been a week since I received my card nothing happened I think it s not gonna get activate anyday,
1106,playstore,2022-01-26 16:22:58,Waqas Raja,I create my yap account before 1 month still I m waiting activated my account I m tired so much,
1107,playstore,2022-01-26 15:48:26,sanjith somanadhan,Yap gives us the most innovative digital banking experience,
1108,playstore,2022-01-26 13:28:49,sohel rana,This Bank app not good because this is not work I have many time this account open but not full time customer support not active not active server server server 2 month finish discord not anantapur to discard avoid,
1109,playstore,2022-01-26 10:15:13,Puneet Shrivastava,Slow its more than 10 days since card got delivered still saying collected your emirates id SlClaiming fast and digital but seems slower than conventional Banking,
1110,playstore,2022-01-26 09:56:54,Jo Baptist,I applied on 21st of Jan 24th i received the card the very next day it was activated Sofar so good Cheers Yap,
1111,playstore,2022-01-25 20:37:05,ABU SUFYAN,I was received debit 2021 still cars Activate pending time wasted,
1112,playstore,2022-01-25 09:56:42,Sethu Parvathy,User friendly Amazing app the process will complete in 48 hrs worth recommending,
1113,playstore,2022-01-25 01:37:22,Zahra Nasralla,Great service I called cuz I couldn t set up my bill pay and the agent was quick and helpful,
1114,playstore,2022-01-24 15:52:54,Emery Flores,Hello I just wanna tell you guys that you are doing an amazing job From now on I am using my bank account in any transactionss that I need I also want to appreciate the support They are doing best customer service in this field Thank you and God bless,
1115,playstore,2022-01-24 09:14:53,Sam Maher,If you have less than 1 star I ll give this app now almost 15 days I m waiting to activate my account any bad service don t water your time Useless Sooooo bad If you will go to any bank and open your account will be activated in same time my account till now nothing even after I received my ATM card so really it useless not helpful really now it s not safe to deal with this account Bad Bad Bad If you have zero I ll give you,
1116,playstore,2022-01-23 23:31:52,Dipendra Gautam,it s good bank account card,
1117,playstore,2022-01-22 22:58:54,Beverly Gracious,Not reliable at all Activation process takes a lot of time I m still waiting for my card to get activated and its been more than a month Alot of marketing but not as much output,
1118,playstore,2022-01-22 01:37:10,Z! shahariar,Been waiting for the past 3 months to get my account activated and still no change just got a call for update information only,
1119,playstore,2022-01-21 23:20:16,Charmaine Colaco,I waited for a bit to get my YAP account activated but it was so worth it Remmitance to India and Pakistan free and it s instant Rates are good as well,
1120,playstore,2022-01-21 21:13:02,Adewole D. A,I have tried to open an account with Yap but I was told they couldn t serve my banking needs,
1121,playstore,2022-01-21 20:19:13,Saeed Khan,Nice,
1122,playstore,2022-01-21 20:18:46,Shamna Kt,Very bad experience from YAP I did etisalat prepaid recharge of 20 dirhams amount deducted from account But recharge didn t happen Try to contact customer support Unfortunately they don t respond well Just I can say that was my first and last recharge from YAP,
1123,playstore,2022-01-21 18:06:11,Anil Babu,Not allowed to deposit money twice it happened to me,
1124,playstore,2022-01-21 17:48:38,priscilla dsilva,It s easy to do transaction I like it cause it feel it s user friendly,
1125,playstore,2022-01-21 17:35:15,Sandip Vishwakarma,I recmmnd everyone to use YAP better experince From my side i give 7star,
1126,playstore,2022-01-21 15:08:56,Tasneem Nayyar,A convenient way for budgeting and spending my money now ,
1127,playstore,2022-01-21 12:40:25,Jo Joseph,Very nice banking application and it works well,
1128,playstore,2022-01-21 12:39:19,Sajeer SaPPU,Good,
1129,playstore,2022-01-21 00:04:34,Athul K,It s been more than three weeks I m waiting for my card activation contacted customer service multiple times but still waiting for the activation This is a worst experience for me I never recommend YAP to anyone because you people are treating your customers like this,
1130,playstore,2022-01-20 21:10:19,Mijan Rahman,Very good,
1131,playstore,2022-01-20 21:02:43,Muhammad Sajid,Good,
1132,playstore,2022-01-20 19:58:10,Mantasha Khan,Fantastic,
1133,playstore,2022-01-20 19:50:52,Najeeb MT,Average,
1134,playstore,2022-01-20 19:45:15,Kesia Mary Kurian,Activation period for the card takes very long as I have still not have my card activated over a month now extremely dissatisfied with the service provided,
1135,playstore,2022-01-20 19:17:45,Razzaq Anjum,Nice,
1136,playstore,2022-01-20 18:13:39,Georges Courson,The way the App is designed is great Very intuitive features Easy to use,
1137,playstore,2022-01-20 17:32:39,Muhammad Ali Shah,Cool,
1138,playstore,2022-01-20 17:27:04,sam sadiq,Disappointed,
1139,playstore,2022-01-20 17:23:08,Amna Shahzadi,yap has made money transfers quick and easy Either yap to yap or another bank in a few taps a lot easier than other accounts Thanks yap,
1140,playstore,2022-01-20 16:29:41,MaliK SaliM KhaN,Bad experience I received my card before 2 week but still not activate,
1141,playstore,2022-01-20 16:27:39,ASHOK SINGH,Good,
1142,playstore,2022-01-20 15:22:35,Lejann Thesa Flores,Excellent,
1143,playstore,2022-01-20 15:00:06,Noman Ansar,Hi nice,
1144,playstore,2022-01-20 14:57:48,Sadiq SMC,Great,
1145,playstore,2022-01-20 14:56:05,Mehak Sardar,Very good service satisfied,
1146,playstore,2022-01-20 14:53:07,Marvin Pascual,Excellent Apps,
1147,playstore,2022-01-20 14:52:47,Fasal Pk,My account not active now too late,
1148,playstore,2022-01-20 14:47:15,Fifth vinas,From deliver to activation my card very slow process from when i can use my card very slow ps fix this,
1149,playstore,2022-01-20 14:31:37,Krishna Gautam,Awesome,
1150,playstore,2022-01-20 14:30:00,Jamirah Nambooze,I have just recieved my card and now the app can t open its telling me update if I come to update it doesn t show anything like update button,
1151,playstore,2022-01-20 13:47:25,haris nk,Good,
1152,playstore,2022-01-20 12:42:15,Yoka Mohsen,The application didn t work any one help,
1153,playstore,2022-01-20 10:37:01,Mohd Yaseen,very good,
1154,playstore,2022-01-20 10:09:11,Hanzala Bilal,Great app first time receiving card without worrying to have minimum balance 5 stars,
1155,playstore,2022-01-20 09:55:15,mohammed ali,I got card but its not activated Useless card ,
1156,playstore,2022-01-20 08:46:05,Raymund Imorago,Nice one apps,
1157,playstore,2022-01-20 08:17:03,asmat khan,Good service,
1158,playstore,2022-01-20 08:09:20,SULTAN AHMAD,Plz lone,
1159,playstore,2022-01-19 21:02:56,Roshan Thekkil Sukumaran,Great App Excellent service from Customer service Have received the Card within 4 to 5 days of Application Request Account Not yet activated Even though its been 2 Weeks from the request When checked with Agent its still under Process You guys are not able to say an exact date of Account Activation Hence i was forced to Apply for CBD All done in 3 Days as I wanted to provide Banking Details to my company for Salary Transfer Hopefully You guys will work on it,
1160,playstore,2022-01-19 19:21:39,taufeeque azam,when I was in India somehow I was not able to login to the App when I contacted customer support through what s app chat I came to know that my account got locked due to OTP attempt failures They were very prompt to unlock my account so that I can access my YAP app instantly kudos to customer service ,
1161,playstore,2022-01-19 18:38:23,dolly ramaiya,Bill payments is new in the update and topping up my nol card from the app saves me so much time thank you ,
1162,playstore,2022-01-19 18:13:33,Jaffer Hussain,Don t installed this app very bad service customer and I well trying too send money India not find any bank for transfer money in India when I m asking what is the problem all said remove app install again now 3 day see problem this app for only local used not anywhere transfer,
1163,playstore,2022-01-19 18:03:18,Hamdan Parvani,Very good experience Easy to use and swift transactions each time  Infact the Samsung pay connection is the best thing one can have,
1164,playstore,2022-01-19 17:38:21,Tough_mech,I had referred this app for one of my workmate He had done with all the procedures He had received the card also before 1week But still the account is not activated In app it says still in process I had called the customer service also They told that your account is in process soon you will get a message But after that its almost 5days still same No response,
1165,playstore,2022-01-19 15:55:51,rodney jacob,100 happy awesome service,
1166,playstore,2022-01-19 15:31:50,Ebin Ebu,Very nice,
1167,playstore,2022-01-19 01:09:38,i love pakistan,Ok,
1168,playstore,2022-01-18 23:29:31,Mr Remote Access,The only reason I m giving 5 star is because of Mr ALLAN as he is a customer care person and I was facing activation issue from more than 15days and all other Customer care people kept on saying that It will be done very soon and you will receive a notification on the App and didn t check what was the issue due to which I had to wait there Mr ALLAN checked everything properly and provided info and fixed the issue Bank should appreciate these type of employees I m very impressed by Mr ALLAN,
1169,playstore,2022-01-18 20:31:01,Muhammad Adeel Saif,You need to work more on building the app Most importantly to edit or delete the beneficiaries detail I contacted your support team they give me the solution to edit or delete the beneficiaries details but that not working Even i uninstall and reinstall the app but that not working,
1170,playstore,2022-01-18 20:03:33,Mohammed Hameed,I m open yap account one January and I m receiving my debit card five January bat account is still pending I m not happy everyday I m call or whatsupp support them,
1171,playstore,2022-01-18 14:51:36,Lotfi Ahmed,Very bad experience account under process since 17 days and customer services sent 4 requests without reply if it takes so long to open the account so how about the services,
1172,playstore,2022-01-18 11:06:48,jamal abdelnasir,I want to creat an account but it says we cant procced to finish your account every time i scan my id,
1173,playstore,2022-01-18 01:12:56,Abrarul arefin khan Khan,Good,
1174,playstore,2022-01-17 20:14:38,Awn Hussain,Bank Accounts with zero minimum balance requirements are the future of banking That is why I installed YAP However it s been almost 3 months and my account is still not activated They claim on their website that you can open an account in 30 seconds What they should also mention is that it can take months to activate your account It it has been almost 3 months since multiple members of my family opened a YAP account Our accounts are still not active If you need a bank urgently forget YAP,
1175,playstore,2022-01-17 19:13:30,syful islam,Veery useful i was many time try for a open a bank account in uae Now i have a bank account just for yap thank u yap,
1176,playstore,2022-01-17 19:09:44,Reemu Salim,Ive been using YAP for a few months now and my experience has been fairly good Theres been a couple of hiccups but the YAP customer support has been incredibly helpful any time of the day Now I am able to pay my utility bills too through YAP I find it super useful to see all my expenses in one place Helps me plan better through the month The best part is you can even top up your NOL Card through YAP,
1177,playstore,2022-01-17 18:50:17,Awais Ul rehman,Nice service ,
1178,playstore,2022-01-17 17:26:40,Senha Sefa,Good,
1179,playstore,2022-01-17 15:45:32,el yagoubi hicham,Awesome app it is easy to use and I had great experience using YAP also the support team are excellent in providing all answers for any questions Definitely thank you so much guys,
1180,playstore,2022-01-17 08:50:45,sadar ahmad,Your app is distributed me too much When I see my cell every time it is come up Don t advertise yourself as like this I hate your app Your way of advertisement Your app is completely useless for me I don t care about you guys and your app ,
1181,playstore,2022-01-16 20:17:54,garel pintio,The app is excellent and services are too quick love it brilliant,
1182,playstore,2022-01-16 19:05:18,Arafan Kuttayi അറഫാൻ കൂട്ടായി,No activation till now Allready recived card before 4 days now pending very long term unlucky,
1183,playstore,2022-01-16 11:55:38,Fortune Express,I don t know I got a card since 20 days back After that no information yet,
1184,playstore,2022-01-16 11:46:04,Hamza Al Balwa,I received my card on 7th of jan 2022 And still my card hasn t been activated I contacted customer support multiple times either calling them or through whatsapp and they always say the same thing We are processing the activation It will take some time as there are multiple applications You promised us not more than 48 hours Yet you fail to deliver This is a bad representation from your side as you show your self a lair,
1185,playstore,2022-01-16 00:25:21,Brick Buster,Good evening I want to know if there is possibility in future 18 people can open a bank account Please since im a 19 year old student I am not eligible and I have been suggested by many people foe this bank,
1186,playstore,2022-01-16 00:15:15,Rolly Olly Molly,After 18 days of waiting I got my YAP card it s been 3 days since I got the card and the card is still not activated 30 seconds to create an account 48 hours for the card to get shipped  Whenever I talk to customer support I just keep getting the same reply,
1187,playstore,2022-01-15 18:16:44,Shayan Khaliq,Good banking app,
1188,playstore,2022-01-15 16:28:31,Fatima,I get bank card but 3 or 4 month still my account is not active after message customers support for 4 time during this time period Customers support giving same reply every time I don t recommend this application for financial assistance,
1189,playstore,2022-01-15 01:31:30,Satya Singh,Very bad,
1190,playstore,2022-01-15 00:23:41,Abdul Faizal,EID is not scanning properly for verification and Customer care agent is asking for screenshot of the error which is disabled in the application,
1191,playstore,2022-01-15 00:00:42,Rashid AHSON,There is no experience my account is in activation process since 19 hundred and zero no support team no update ,
1192,playstore,2022-01-14 22:44:45,Tim Wilson,I opened an account on 27th December 2021 as of today 14th jan 2022 my account has still not been activated Got the debit card pretty quick and since then it shows that they are still processing my account This is the worst service among all banks in UAE I would suggest you apply for an adcb hayyak or cbd account which has pretty much the same features as yap but is more fast and efficient in its services,
1193,playstore,2022-01-14 18:02:57,Bhavana Roopani,Super easy to send money home amazing experience,
1194,playstore,2022-01-14 13:21:30,Sal Kp,Good service,
1195,playstore,2022-01-14 10:17:07,Shoaib gour,Sir yesterday i applied for card which date I will get card please give fast,
1196,playstore,2022-01-14 10:06:26,Harshad Nizam,Bad Experience,
1197,playstore,2022-01-14 00:50:32,Shivcharan Yadav,Good,
1198,playstore,2022-01-13 14:40:06,M.Usama Tahir Usama,Good fast and easy app,
1199,playstore,2022-01-13 13:56:32,Asad Zaman,Yesterday 10 Jan 22 my card came people here mostly complaining about super delay in activation let s see how much time mine takes I will edit my review accordingly Edit 13 Jan 22 All Done  Activated Took 3 days in total Now I don t know why people are complaining for the delay Took only 3 days for me But one thing my cousin also registered on the same day with me but his activation is still in process so let s see what happens with him will edit this review accordingly,
1200,playstore,2022-01-13 11:00:39,Wagih Mahmoud,4 months after receiving the card and is is not active The support team just apology for the delay,
1201,playstore,2022-01-13 07:57:19,Sunil T,Good,
1202,playstore,2022-01-13 07:32:55,Hyatt Saeed,Bad service 4 days and I can t activate the card Customer service is poor,
1203,playstore,2022-01-12 23:51:40,Muhammad Imran,I don t understand I will uninstall the application,
1204,playstore,2022-01-12 17:30:37,Sardar Shekhar Goud,It has been 8 days since my card arrived but my account has not been activated yet Customer Care Message No reply,
1205,playstore,2022-01-12 17:12:04,kashif bhatti,I m receive the yap card but still not open my account,
1206,playstore,2022-01-12 16:39:23,Yasindan Ganapathi,Good,
1207,playstore,2022-01-12 15:52:45,Mireille Mokhtarian,User friendly fast and convenient application Thumbs up,
1208,playstore,2022-01-12 14:37:33,Muhammad Ayanaslam,I am not happy with YAP Because long time I get my crad but still not activate my account more than 45 days,
1209,playstore,2022-01-12 13:38:30,Sana Ullah,Sanaullan,
1210,playstore,2022-01-12 12:39:31,Issa Usman,all is good but need improvement in scanning the new Design uae id cant recognize the age,
1211,playstore,2022-01-12 11:44:00,Nazik Pardesi,It s v good app,
1212,playstore,2022-01-12 11:17:26,Ganesh Verma,Good,
1213,playstore,2022-01-12 10:11:13,nikhilkombara 007,Very bad,
1214,playstore,2022-01-12 02:00:36,Jaseer Jasi,I m tired to changing my card name still it s not working how I can verification complete Also tried chat with live chat support I don t get any reply so please tell me how I can complete verification,
1215,playstore,2022-01-12 00:27:06,Ehsaaan Ali,V good,
1216,playstore,2022-01-12 00:25:46,Mausam Gairhe,very good,
1217,playstore,2022-01-11 20:14:00,gamer's logic,lately topping up isn t an option and wherever I go to the top up page and choose 100 or 500 or just input on my own it gives me a notice saying that the amount must be between 0 00 and 0 00 and this has been an issue for a while and is still not fixed So I started using bank transfer and that worked for a while until it didn t and my transfer was just refunded to my account so if you don t have the main features that made me sign up what use do I have for this account Please fix these issues,
1218,playstore,2022-01-11 19:52:56,Abdul Waheed,This is the first time I see an opening account withing seconds and withing 2 days I got my debit card and next day it was activated I am using it Best services and guidance,
1219,playstore,2022-01-11 17:17:17,Mohammed Jasim,Amazing way to digitally bank sign up is also easy and best part is the whole no minimum balance I have been using Yap for a couple of months my wife just got her Yap card delivered some time back I would have have given 5 stars but I decided to take one off because Yap does not support Google Pay yet Probably in the future when you do implement it I shall rightfully give the 5 stars you guys deserve,
1220,playstore,2022-01-11 16:58:27,ambika gautam,Awesome,
1221,playstore,2022-01-11 15:05:57,Khadija Umar,Opening account with YAP is almost waste of time and energy Sooner to upload and takes a month or older to complete verification after all they still say we can t verify you at the moment,
1222,playstore,2022-01-11 14:30:59,favas pk,App is not working Keep asking for update But no updates available Even reinstall the app Still same,
1223,playstore,2022-01-11 14:17:29,Ali Al Amodi,Its just a small company of 5 incompetent people,
1224,playstore,2022-01-11 14:03:33,salim ismail,Best bank ever,
1225,playstore,2022-01-11 13:30:30,Ayub Miah,facbook com funny video,
1226,playstore,2022-01-11 13:29:47,OMAIR KHAN,Hello I received my card on 3rd Jan 2022 and still waiting for activation Don t know what s wrong with app,
1227,playstore,2022-01-11 11:40:42,haris makki,Goood,
1228,playstore,2022-01-11 10:39:17,Michael Raj,Uae number 1 zero balance app great,
1229,playstore,2022-01-11 10:26:19,OMAR ADAM,Good but need to be much simpler with less headache scanning the ID,
1230,playstore,2022-01-11 09:20:59,Kaye Coronacion,Very nice experience to your banking,
1231,playstore,2022-01-11 07:44:21,n0obs gaming,So far i had no bad experience keep up the good service thank you,
1232,playstore,2022-01-11 07:32:35,Majid Hussain,Nice,
1233,playstore,2022-01-11 04:45:12,Saniyyatou Mukia,Just started using and inn Shaa Allah I think is gonna be the best,
1234,playstore,2022-01-11 03:56:10,Nomi Jan,I wil receive my card 18 december but today 11 jan my card is not activate i will call many times but every time he ask please wait u app is underprocess,
1235,playstore,2022-01-11 03:45:12,Farrukh Malik,Very good yap,
1236,playstore,2022-01-11 03:06:20,Ahsan Iqbal,,
1237,playstore,2022-01-11 02:20:19,Waseem Azam,,
1238,playstore,2022-01-11 01:23:17,Naeem Khan,Vary bed experience,
1239,playstore,2022-01-11 01:13:47,Betiku Opemipo,This very bad app I ever registered with they even bring me my debit card It s past 2 month now till date my account is still pending to be active,
1240,playstore,2022-01-11 01:11:32,Mirsamid Naghdizada,To create the account takes 1 minute but the activation takes more that 15 days aweful experience,
1241,playstore,2022-01-11 00:59:34,nazarudheen hameed,Good app,
1242,playstore,2022-01-11 00:55:12,Junaid Sial,I heve a new,
1243,playstore,2022-01-11 00:52:29,احمد زکیم, I updated The App Again asking to update and its even not updating,
1244,playstore,2022-01-11 00:38:47,Dik Thapa,very good yap app,
1245,playstore,2022-01-11 00:35:23,Iqra Afzal,Am still waiting for activation,
1246,playstore,2022-01-11 00:22:20,mohammed abir,My card isn t active yet and now my app isn t working,
1247,playstore,2022-01-11 00:21:16,MOHAMMED MAHBUBULALAM,Great Bank,
1248,playstore,2022-01-10 23:46:53,Ismail Afridi,I like it,
1249,playstore,2022-01-10 23:29:51,Arman Ju,good,
1250,playstore,2022-01-10 23:23:52,Saifullah Saif,Best yap app and easy open bank account,
1251,playstore,2022-01-10 22:38:11,Arcalas Maribel,It easy to use for emergency,
1252,playstore,2022-01-10 22:24:07,Rdx Gaming,Nice,
1253,playstore,2022-01-10 22:18:08,Ravi Khan,Wonderful,
1254,playstore,2022-01-10 22:05:11,Cheng Kim,Ok,
1255,playstore,2022-01-10 22:01:09,Riaz Rasheed,Very nice But when will i recieve my 50 aed,
1256,playstore,2022-01-10 21:57:37,Taroroy Daba,Verry good,
1257,playstore,2022-01-10 21:50:31,naga raja,Good,
1258,playstore,2022-01-10 21:50:10,Saifur Rahman Shawon,It s Awesome,
1259,playstore,2022-01-10 21:31:15,Wiqar Aziz,Is showing update is not opening this evening,
1260,playstore,2022-01-10 21:28:28,Shamial Faryad,Very good,
1261,playstore,2022-01-10 21:19:04,Jijoyce Morera,Good,
1262,playstore,2022-01-10 21:18:48,Midhun M.P,Nice,
1263,playstore,2022-01-10 21:11:52,VISHNU PEROTH,First time,
1264,playstore,2022-01-10 21:03:06,Sammy khaled,Beet,
1265,playstore,2022-01-10 12:55:21,Captain B,Login issue Forget password option isn t working Service unavailable,
1266,playstore,2022-01-10 10:34:45,Emmanuel Adeboye,I applied for YAP The card was delivered but unfortunately they couldn t activate my account nor my card I even introduced the YAP to my friend But still same incident occurred Still you couldn t activate it why the stress of accepting the application and sending the card in the first place So annoying and embarrassing,
1267,playstore,2022-01-10 07:23:04,Md Waseem Shahi,I wnt to open an account with YAP but this app is crashing everytime on my phone I am unable to use it,
1268,playstore,2022-01-10 01:58:02,Syed Najam Ul Hasnain,One of the best application for banking Love it Card working flawlessly with Google pay and with apple pay as well,
1269,playstore,2022-01-10 01:14:00,Jabir Khan,Please I d scanner is not working when I open I d scanner your app getting close,
1270,playstore,2022-01-09 20:20:53,ÜSMÄÑ Ali,Its very good app Easy to use Everything is good,
1271,playstore,2022-01-09 19:21:22,Qadir nawaz Khan461,No nead this app,
1272,playstore,2022-01-09 15:54:27,Ranju sasi,Will take ages to get an account no ,
1273,playstore,2022-01-08 20:46:31,mansour farokhinezhad,Gives an error while scanning ID,
1274,playstore,2022-01-08 16:44:40,Mutassem nassif,Very bad Bad customer service too when I was completing my account verification They told me that you cannot create an account and without giving any reason for it I don t recommend it,
1275,playstore,2022-01-08 15:27:20,Alex Ozoemena,Stop advertising on my phone plss,
1276,playstore,2022-01-08 13:30:58,irfan jan,Good experience,
1277,playstore,2022-01-07 22:25:43,Munna Lal,Gb,
1278,playstore,2022-01-07 19:32:33,Yasir Baig,Worst service ever card was delivered in a week and its more then 2 months now still account is not activated worst customer service ever,
1279,playstore,2022-01-07 18:33:08,Saif Ullah,     deposit         10    ,
1280,playstore,2022-01-07 14:17:33,Parbin Sapkota,I don t this app is good or not couz I can t access full features because I can t scan my EID thair always say glare has been detected EID is made by plastic and its material is shiny So obviously its glare,
1281,playstore,2022-01-07 13:27:15,Asad Qayyum,Very bad,
1282,playstore,2022-01-06 20:12:05,Nazia Parvin Haque,Activation Takes Long Time,
1283,playstore,2022-01-06 16:43:34,Mark Dela Cruz,Very slow transactions and very slow responds from support I did not recommend at all,
1284,playstore,2022-01-06 15:23:30,Mohmed Redha,too bad,
1285,playstore,2022-01-05 22:39:05,Adu Isaac,I really love this Bank ,
1286,playstore,2022-01-05 15:15:42,Muhammed Riaz,Thank you so much that s a great way for people purchasing all of them ,
1287,playstore,2022-01-05 14:28:26,MUHAMMED ARSH BALLAL,Worst app till used,
1288,playstore,2022-01-05 13:46:49,abhinav tanaji,First my notifications were invisible even though I set them to be visible and this was an issue I raised with them Second they start a chat an hour or 2 after I message them and keep the chat open for a maximum of 5 min so basically you cant use the chat for 3 4 times a day at best Third in over a months time my card was never activated and no reasons were explained So easily the worst service I ve come across,
1289,playstore,2022-01-05 13:18:38,Waseem Tanoli,Very bad experience since one month before i create yap Account I recieve atm within week but still waiting for activation process i don t how long they will take more already 1 half month finish still waiting can t wait more,
1290,playstore,2022-01-05 11:15:38,moses gambo,I received my card since November 13 2021 and my card has not been activated how long does it take 6months I thought it was something that will take two weeks or three weeks but its sad its a matter of months,
1291,playstore,2022-01-05 02:03:20,Moises Acosta,Good performance banking app,
1292,playstore,2022-01-05 00:00:27,kasamba Ashiraf,Gpod,
1293,playstore,2022-01-04 22:43:28,Tauqeer Ahmed,Totally disappointed with app i have created my account when i was activating it the app says you re not eligible due to my date of birth 19 8 2000 fix this issue,
1294,playstore,2022-01-04 19:48:03,Rosemarie Velarde,I apply for card last month and until now not deliver what happen,
1295,playstore,2022-01-04 14:09:40,Prakash Ghimire,superv digital banking with own IBAN features love it ,
1296,playstore,2022-01-04 12:14:52,Arif Khan,Good,
1297,playstore,2022-01-04 10:43:09,Jahedul islam Manik,very very bed app too much problem,
1298,playstore,2022-01-04 08:58:58,Reddy vsrinivas,It s not good in products,
1299,playstore,2022-01-04 05:44:49,Mohamed Abdallah,Thank you for waiting we have already shared your concern with the bank we are still waiting for an update from them we will follow up with on your concern this is fixed answer they are giving to anyone contacting them my friend transfer money to me from 18 days ago if iam in bad situation and asking my friend they will let you die the exchange from Kuwait send me email that everything from theirside is clear you have you check with your bank it seriously cheating I gonna make report,
1300,playstore,2022-01-04 02:24:43,shahul pattambi,Interesting bank I m were happy,
1301,playstore,2022-01-04 00:05:55,Ariyan Mahmud. .,It s not good,
1302,playstore,2022-01-03 18:40:32,R S,They took 2 weeks after the card was delivered only for me to find out my application has been rejected for unknown reason,
1303,playstore,2022-01-03 13:00:27,imran ahmad,Very bad experience I tried to scan my emirates id more than 10 time but every time its failed I don t know why it happening and lastly I uninstall this app Sorry to myself for waisting my time for the app which is not worthy,
1304,playstore,2022-01-03 08:56:55,Shahla Mansoor,Very bad Experience Its been more than 15 days waiting for the activation msg but still it is in process poor customer care ,
1305,playstore,2022-01-02 22:31:59,nisar habab,Its a useless card It won t activat I already contacted the customer service over 100 times and still poor response,
1306,playstore,2022-01-02 22:09:14,Jerrin Mathew,EXL,
1307,playstore,2022-01-02 19:02:04,Preciouse Queen,28th of decenber i got my card but still my card is not activate,
1308,playstore,2022-01-02 14:19:57,Ali ‘,Seriously i dont like the way yap works My card was delivered on 21 12 2021 and my account is still not activated yet 02 01 2022 I have called them message their live chat team whatsapp team instagram but guess what nothing happened Everytime i contact them they said the same thing that my request is under process And On the other hand other banks are taking only 2 5 days for account activation Very slow service Bad customer care Now my request is under process for account cancellation,
1309,playstore,2022-01-02 13:13:58,kohisari22,Take a lot of time to activate a card I don t know how to activate I already received my card but waiting,
1310,playstore,2022-01-02 10:01:35,Marife Iñigo,Excellent app,
1311,playstore,2022-01-02 06:46:01,Alimamy mansaray,Such an incredible and reliable digital banking System The app is so accurate I love YAP digital banking system I was going through a lot with Liv account,
1312,playstore,2022-01-02 02:51:18,Rizwan Ch,Zero customer service,
1313,playstore,2022-01-02 01:22:52,Mariam Marian,Its a good apps very useful for me,
1314,playstore,2022-01-02 00:17:27,Mohammad Sharfuddin,Doesn t deserve even 1 Star Pathetic Customer Service Customer Service people are sleeping and finds an excuse to run away Illiterates are managing the support department I request people not to Open an account and get stucked here CBD Liv is far better than this,
1315,playstore,2022-01-02 00:06:21,PP_369,Application and services its ok but i cnt find India Bank details in beneficiary stage,
1316,playstore,2022-01-01 21:28:07,Sandeep MG,Good service,
1317,playstore,2022-01-01 20:03:14,liyakat ali,It s not good,
1318,playstore,2022-01-01 20:02:01,Muzammil Ch,Good but i don t know why they will not give me credit card,
1319,playstore,2022-01-01 19:40:12,Faiz Alshaji,They refused my registeration I think because of nationality,
1320,playstore,2022-01-01 18:45:06,Raja Raja,Good,
1321,playstore,2022-01-01 17:23:27,jawad hassan,Wonderful app,
1322,playstore,2022-01-01 17:12:55,Roopesh Shetty,Good I really enjoy good services,
1323,playstore,2022-01-01 15:48:28,Ali Mazeh,Application not working asking for updates and we can not update,
1324,playstore,2022-01-01 15:17:15,Sabreen,Its still happening,
1325,playstore,2022-01-01 15:15:15,SYLVIA NORONHA,Not good at all,
1326,playstore,2022-01-01 14:58:10,Johar Khan,Excellent app,
1327,playstore,2022-01-01 14:18:45,Muhammed Imam,Only I m facing the issue here is after deposit an amount in my account I couldn t able to get access in YAP app,
1328,playstore,2022-01-01 14:12:12,ShaN,It s only showing update app,
1329,playstore,2022-01-01 12:15:09,Alan John,Fast delivery and its activated but the problem is I can t topup money thru other bank debit card,
1330,playstore,2022-01-01 11:34:34,aslu video's Hub,Always upadate update I didn t see any update option,
1331,playstore,2022-01-01 11:12:33,Sami Saif,Great app,
1332,playstore,2022-01-01 10:47:05,Jimmy Destrong,I already have my card here with me,
1333,playstore,2022-01-01 10:25:27,Sarfraz Cheeta,Goog,
1334,playstore,2022-01-01 10:08:13,prasad k,Good app for banking,
1335,playstore,2022-01-01 09:51:03,Emcy Berdiflor,Thanks for this app it so easy to send money,
1336,playstore,2022-01-01 09:33:04,Umar afridi,Very slow process I got card but it is still under process my account ,
1337,playstore,2022-01-01 08:00:48,Ranjit raj,Nice,
1338,playstore,2021-12-31 19:35:15,Moamen,Nice and quickly customer service I hope they will add more service,
1339,playstore,2021-12-31 17:08:20,Kalwanyi John Mark,I dont want your adverts on my phone,
1340,playstore,2021-12-31 14:50:06,jami sef,Based on my experience i recieved the card last 11 december 2021 and till date the card is not activated its still in process i have done all the required and sent email as well no response and no action its a waste of my time ,
1341,playstore,2021-12-31 01:53:25,Khin Theik,Hi yap when you goona be activated my card almost 6month all ready If you can t handle it please closed my account because the card is useless,
1342,playstore,2021-12-30 21:10:51,Wanyama Moses,I don t want to see your app again,
1343,playstore,2021-12-30 03:53:24,Don Domingo,Ridiculous An extremely time consuming process Wasted my time to schedule the delivery of card and account activation for a week and just to be rejected More options out there guys You will regret it By the way Rakbank are you listening This company is giving you a bad reputation,
1344,playstore,2021-12-29 18:44:17,Norah Saud,Signing up to Yap was a breeze it took only a few minutes and the only document I needed was my ID They scheduled the delivery promptly and I received the physical card at my doorstep within a few days and activated it via the app There are so many options to top up and I feel more safe and secure using yap,
1345,playstore,2021-12-29 18:05:33,Mahmood Yaqub,One of the best apps for digital banking in UAE,
